vocabulary size: 223
n tunes: 26273
n train tunes: 24929.0
n validation tunes: 1344.0
45983/77903 (epoch 118.052) train_loss=159.27308655 time/batch=0.59s
45984/77903 (epoch 118.054) train_loss=313.45437622 time/batch=1.10s
45985/77903 (epoch 118.057) train_loss=73.46849060 time/batch=0.35s
45986/77903 (epoch 118.059) train_loss=218.50103760 time/batch=0.76s
45987/77903 (epoch 118.062) train_loss=87.68990326 time/batch=0.32s
45988/77903 (epoch 118.065) train_loss=186.03150940 time/batch=0.63s
45989/77903 (epoch 118.067) train_loss=167.59675598 time/batch=0.62s
45990/77903 (epoch 118.070) train_loss=157.59953308 time/batch=0.57s
45991/77903 (epoch 118.072) train_loss=109.48874664 time/batch=0.44s
45992/77903 (epoch 118.075) train_loss=228.82432556 time/batch=0.74s
45993/77903 (epoch 118.077) train_loss=90.79858398 time/batch=0.37s
45994/77903 (epoch 118.080) train_loss=304.74566650 time/batch=0.95s
45995/77903 (epoch 118.083) train_loss=212.15084839 time/batch=0.81s
45996/77903 (epoch 118.085) train_loss=215.20625305 time/batch=0.78s
45997/77903 (epoch 118.088) train_loss=250.21575928 time/batch=0.89s
45998/77903 (epoch 118.090) train_loss=237.69076538 time/batch=0.89s
45999/77903 (epoch 118.093) train_loss=168.77252197 time/batch=0.70s
Validating
    loss:	200.000408

46000/77903 (epoch 118.095) train_loss=255.31542969 time/batch=4.76s
46001/77903 (epoch 118.098) train_loss=163.95806885 time/batch=0.66s
46002/77903 (epoch 118.101) train_loss=145.18804932 time/batch=0.57s
46003/77903 (epoch 118.103) train_loss=80.00055695 time/batch=0.29s
46004/77903 (epoch 118.106) train_loss=178.47543335 time/batch=0.62s
46005/77903 (epoch 118.108) train_loss=215.90530396 time/batch=0.77s
46006/77903 (epoch 118.111) train_loss=120.58541107 time/batch=0.51s
46007/77903 (epoch 118.113) train_loss=131.28994751 time/batch=0.49s
46008/77903 (epoch 118.116) train_loss=195.13197327 time/batch=0.70s
46009/77903 (epoch 118.118) train_loss=169.21823120 time/batch=0.63s
46010/77903 (epoch 118.121) train_loss=159.95660400 time/batch=0.61s
46011/77903 (epoch 118.124) train_loss=201.84973145 time/batch=0.74s
46012/77903 (epoch 118.126) train_loss=134.81855774 time/batch=0.58s
46013/77903 (epoch 118.129) train_loss=124.03854370 time/batch=0.48s
46014/77903 (epoch 118.131) train_loss=162.64019775 time/batch=0.58s
46015/77903 (epoch 118.134) train_loss=320.35980225 time/batch=0.99s
46016/77903 (epoch 118.136) train_loss=142.66711426 time/batch=0.58s
46017/77903 (epoch 118.139) train_loss=276.13732910 time/batch=0.93s
46018/77903 (epoch 118.142) train_loss=209.86715698 time/batch=0.80s
46019/77903 (epoch 118.144) train_loss=86.98423767 time/batch=0.32s
46020/77903 (epoch 118.147) train_loss=246.42732239 time/batch=0.83s
46021/77903 (epoch 118.149) train_loss=153.85820007 time/batch=0.60s
46022/77903 (epoch 118.152) train_loss=137.20971680 time/batch=0.54s
46023/77903 (epoch 118.154) train_loss=96.39047241 time/batch=0.37s
46024/77903 (epoch 118.157) train_loss=157.22195435 time/batch=0.57s
46025/77903 (epoch 118.160) train_loss=344.46188354 time/batch=1.23s
46026/77903 (epoch 118.162) train_loss=110.99702454 time/batch=0.54s
46027/77903 (epoch 118.165) train_loss=102.89283752 time/batch=0.38s
46028/77903 (epoch 118.167) train_loss=221.82420349 time/batch=0.81s
46029/77903 (epoch 118.170) train_loss=107.60765839 time/batch=0.46s
46030/77903 (epoch 118.172) train_loss=114.59671021 time/batch=0.40s
46031/77903 (epoch 118.175) train_loss=146.89352417 time/batch=0.54s
46032/77903 (epoch 118.178) train_loss=130.47554016 time/batch=0.49s
46033/77903 (epoch 118.180) train_loss=154.98056030 time/batch=0.59s
46034/77903 (epoch 118.183) train_loss=333.24316406 time/batch=1.04s
46035/77903 (epoch 118.185) train_loss=294.78491211 time/batch=0.99s
46036/77903 (epoch 118.188) train_loss=246.77105713 time/batch=0.89s
46037/77903 (epoch 118.190) train_loss=277.80432129 time/batch=0.98s
46038/77903 (epoch 118.193) train_loss=109.92703247 time/batch=0.48s
46039/77903 (epoch 118.196) train_loss=185.48277283 time/batch=0.66s
46040/77903 (epoch 118.198) train_loss=224.15606689 time/batch=0.84s
46041/77903 (epoch 118.201) train_loss=223.37768555 time/batch=0.84s
46042/77903 (epoch 118.203) train_loss=109.56923676 time/batch=0.43s
46043/77903 (epoch 118.206) train_loss=98.34739685 time/batch=0.37s
46044/77903 (epoch 118.208) train_loss=172.55175781 time/batch=0.60s
46045/77903 (epoch 118.211) train_loss=283.65298462 time/batch=1.00s
46046/77903 (epoch 118.213) train_loss=153.37628174 time/batch=0.61s
46047/77903 (epoch 118.216) train_loss=115.42153931 time/batch=0.43s
46048/77903 (epoch 118.219) train_loss=248.33065796 time/batch=0.84s
46049/77903 (epoch 118.221) train_loss=160.55612183 time/batch=0.65s
46050/77903 (epoch 118.224) train_loss=96.15705872 time/batch=0.33s
46051/77903 (epoch 118.226) train_loss=110.90544128 time/batch=0.44s
46052/77903 (epoch 118.229) train_loss=130.58393860 time/batch=0.49s
46053/77903 (epoch 118.231) train_loss=120.83541870 time/batch=0.47s
46054/77903 (epoch 118.234) train_loss=115.52233124 time/batch=0.47s
46055/77903 (epoch 118.237) train_loss=149.68206787 time/batch=0.57s
46056/77903 (epoch 118.239) train_loss=132.21662903 time/batch=0.51s
46057/77903 (epoch 118.242) train_loss=189.07611084 time/batch=0.64s
46058/77903 (epoch 118.244) train_loss=216.50759888 time/batch=0.81s
46059/77903 (epoch 118.247) train_loss=221.26768494 time/batch=0.74s
46060/77903 (epoch 118.249) train_loss=146.14205933 time/batch=0.55s
46061/77903 (epoch 118.252) train_loss=150.13745117 time/batch=0.53s
46062/77903 (epoch 118.255) train_loss=211.90899658 time/batch=0.75s
46063/77903 (epoch 118.257) train_loss=177.18869019 time/batch=0.67s
46064/77903 (epoch 118.260) train_loss=93.42636871 time/batch=0.40s
46065/77903 (epoch 118.262) train_loss=163.21746826 time/batch=0.61s
46066/77903 (epoch 118.265) train_loss=77.49249268 time/batch=0.30s
46067/77903 (epoch 118.267) train_loss=183.72305298 time/batch=0.64s
46068/77903 (epoch 118.270) train_loss=189.70472717 time/batch=0.69s
46069/77903 (epoch 118.273) train_loss=116.52343750 time/batch=0.44s
46070/77903 (epoch 118.275) train_loss=287.36267090 time/batch=0.92s
46071/77903 (epoch 118.278) train_loss=108.99459839 time/batch=0.51s
46072/77903 (epoch 118.280) train_loss=222.78903198 time/batch=0.76s
46073/77903 (epoch 118.283) train_loss=193.50051880 time/batch=0.72s
46074/77903 (epoch 118.285) train_loss=96.66989136 time/batch=0.37s
46075/77903 (epoch 118.288) train_loss=115.27958679 time/batch=0.42s
46076/77903 (epoch 118.291) train_loss=254.52490234 time/batch=0.85s
46077/77903 (epoch 118.293) train_loss=330.92230225 time/batch=1.09s
46078/77903 (epoch 118.296) train_loss=86.62011719 time/batch=0.41s
46079/77903 (epoch 118.298) train_loss=167.96226501 time/batch=0.62s
46080/77903 (epoch 118.301) train_loss=112.11817932 time/batch=0.46s
46081/77903 (epoch 118.303) train_loss=310.18319702 time/batch=1.04s
46082/77903 (epoch 118.306) train_loss=112.45788574 time/batch=0.53s
46083/77903 (epoch 118.308) train_loss=133.95419312 time/batch=0.50s
46084/77903 (epoch 118.311) train_loss=312.70294189 time/batch=1.03s
46085/77903 (epoch 118.314) train_loss=93.33987427 time/batch=0.40s
46086/77903 (epoch 118.316) train_loss=189.11006165 time/batch=0.64s
46087/77903 (epoch 118.319) train_loss=111.43058014 time/batch=0.41s
46088/77903 (epoch 118.321) train_loss=139.05581665 time/batch=0.51s
46089/77903 (epoch 118.324) train_loss=101.61720276 time/batch=0.34s
46090/77903 (epoch 118.326) train_loss=184.27355957 time/batch=0.65s
46091/77903 (epoch 118.329) train_loss=279.36608887 time/batch=0.97s
46092/77903 (epoch 118.332) train_loss=211.49478149 time/batch=0.78s
46093/77903 (epoch 118.334) train_loss=271.11761475 time/batch=0.91s
46094/77903 (epoch 118.337) train_loss=133.31600952 time/batch=0.59s
46095/77903 (epoch 118.339) train_loss=96.99443817 time/batch=0.36s
46096/77903 (epoch 118.342) train_loss=113.82855225 time/batch=0.43s
46097/77903 (epoch 118.344) train_loss=185.83308411 time/batch=0.63s
46098/77903 (epoch 118.347) train_loss=91.87168884 time/batch=0.35s
46099/77903 (epoch 118.350) train_loss=211.61621094 time/batch=0.74s
46100/77903 (epoch 118.352) train_loss=169.93830872 time/batch=0.67s
46101/77903 (epoch 118.355) train_loss=103.56364441 time/batch=0.39s
46102/77903 (epoch 118.357) train_loss=179.18885803 time/batch=0.60s
46103/77903 (epoch 118.360) train_loss=164.26092529 time/batch=0.61s
46104/77903 (epoch 118.362) train_loss=234.56259155 time/batch=0.81s
46105/77903 (epoch 118.365) train_loss=204.57708740 time/batch=0.79s
46106/77903 (epoch 118.368) train_loss=95.24600220 time/batch=0.33s
46107/77903 (epoch 118.370) train_loss=81.38048553 time/batch=0.29s
46108/77903 (epoch 118.373) train_loss=160.36279297 time/batch=0.56s
46109/77903 (epoch 118.375) train_loss=180.23156738 time/batch=0.65s
46110/77903 (epoch 118.378) train_loss=169.68081665 time/batch=0.64s
46111/77903 (epoch 118.380) train_loss=242.46542358 time/batch=0.78s
46112/77903 (epoch 118.383) train_loss=131.35433960 time/batch=0.57s
46113/77903 (epoch 118.385) train_loss=252.55030823 time/batch=0.87s
46114/77903 (epoch 118.388) train_loss=101.05001831 time/batch=0.44s
46115/77903 (epoch 118.391) train_loss=130.98257446 time/batch=0.49s
46116/77903 (epoch 118.393) train_loss=178.78045654 time/batch=0.62s
46117/77903 (epoch 118.396) train_loss=98.68998718 time/batch=0.35s
46118/77903 (epoch 118.398) train_loss=142.59899902 time/batch=0.54s
46119/77903 (epoch 118.401) train_loss=110.14630127 time/batch=0.43s
46120/77903 (epoch 118.403) train_loss=88.91486359 time/batch=0.32s
46121/77903 (epoch 118.406) train_loss=181.88729858 time/batch=0.63s
46122/77903 (epoch 118.409) train_loss=149.41371155 time/batch=0.60s
46123/77903 (epoch 118.411) train_loss=93.26919556 time/batch=0.32s
46124/77903 (epoch 118.414) train_loss=100.04260254 time/batch=0.32s
46125/77903 (epoch 118.416) train_loss=111.40921021 time/batch=0.43s
46126/77903 (epoch 118.419) train_loss=158.38195801 time/batch=0.57s
46127/77903 (epoch 118.421) train_loss=125.42175293 time/batch=0.48s
46128/77903 (epoch 118.424) train_loss=174.15815735 time/batch=0.63s
46129/77903 (epoch 118.427) train_loss=158.47389221 time/batch=0.62s
46130/77903 (epoch 118.429) train_loss=237.45700073 time/batch=0.78s
46131/77903 (epoch 118.432) train_loss=134.81488037 time/batch=0.55s
46132/77903 (epoch 118.434) train_loss=148.59005737 time/batch=0.58s
46133/77903 (epoch 118.437) train_loss=95.26274109 time/batch=0.36s
46134/77903 (epoch 118.439) train_loss=131.13360596 time/batch=0.47s
46135/77903 (epoch 118.442) train_loss=104.58846283 time/batch=0.42s
46136/77903 (epoch 118.445) train_loss=85.31744385 time/batch=0.30s
46137/77903 (epoch 118.447) train_loss=201.03875732 time/batch=0.68s
46138/77903 (epoch 118.450) train_loss=232.78190613 time/batch=0.86s
46139/77903 (epoch 118.452) train_loss=169.00942993 time/batch=0.66s
46140/77903 (epoch 118.455) train_loss=101.93011475 time/batch=0.40s
46141/77903 (epoch 118.457) train_loss=96.22509003 time/batch=0.36s
46142/77903 (epoch 118.460) train_loss=101.50609589 time/batch=0.38s
46143/77903 (epoch 118.463) train_loss=187.21414185 time/batch=0.66s
46144/77903 (epoch 118.465) train_loss=192.36706543 time/batch=0.69s
46145/77903 (epoch 118.468) train_loss=240.12268066 time/batch=0.85s
46146/77903 (epoch 118.470) train_loss=142.32739258 time/batch=0.56s
46147/77903 (epoch 118.473) train_loss=166.57577515 time/batch=0.63s
46148/77903 (epoch 118.475) train_loss=181.86268616 time/batch=0.67s
46149/77903 (epoch 118.478) train_loss=195.50668335 time/batch=0.74s
46150/77903 (epoch 118.480) train_loss=240.12704468 time/batch=0.88s
46151/77903 (epoch 118.483) train_loss=118.32531738 time/batch=0.52s
46152/77903 (epoch 118.486) train_loss=106.14234924 time/batch=0.40s
46153/77903 (epoch 118.488) train_loss=109.26351929 time/batch=0.40s
46154/77903 (epoch 118.491) train_loss=142.23648071 time/batch=0.52s
46155/77903 (epoch 118.493) train_loss=108.54051971 time/batch=0.45s
46156/77903 (epoch 118.496) train_loss=134.08512878 time/batch=0.48s
46157/77903 (epoch 118.498) train_loss=119.95092010 time/batch=0.44s
46158/77903 (epoch 118.501) train_loss=146.36880493 time/batch=0.56s
46159/77903 (epoch 118.504) train_loss=196.99505615 time/batch=0.68s
46160/77903 (epoch 118.506) train_loss=236.89031982 time/batch=0.83s
46161/77903 (epoch 118.509) train_loss=240.21038818 time/batch=0.91s
46162/77903 (epoch 118.511) train_loss=277.50854492 time/batch=0.95s
46163/77903 (epoch 118.514) train_loss=124.52044678 time/batch=0.53s
46164/77903 (epoch 118.516) train_loss=109.82489014 time/batch=0.46s
46165/77903 (epoch 118.519) train_loss=138.08486938 time/batch=0.51s
46166/77903 (epoch 118.522) train_loss=172.64254761 time/batch=0.61s
46167/77903 (epoch 118.524) train_loss=228.48178101 time/batch=0.81s
46168/77903 (epoch 118.527) train_loss=129.98196411 time/batch=0.54s
46169/77903 (epoch 118.529) train_loss=142.51800537 time/batch=0.57s
46170/77903 (epoch 118.532) train_loss=179.45864868 time/batch=0.65s
46171/77903 (epoch 118.534) train_loss=111.05895996 time/batch=0.46s
46172/77903 (epoch 118.537) train_loss=193.26522827 time/batch=0.68s
46173/77903 (epoch 118.540) train_loss=112.54672241 time/batch=0.48s
46174/77903 (epoch 118.542) train_loss=205.96487427 time/batch=0.68s
46175/77903 (epoch 118.545) train_loss=149.84213257 time/batch=0.59s
46176/77903 (epoch 118.547) train_loss=124.83817291 time/batch=0.49s
46177/77903 (epoch 118.550) train_loss=138.53210449 time/batch=0.56s
46178/77903 (epoch 118.552) train_loss=165.69766235 time/batch=0.55s
46179/77903 (epoch 118.555) train_loss=112.39114380 time/batch=0.40s
46180/77903 (epoch 118.558) train_loss=254.05464172 time/batch=0.87s
46181/77903 (epoch 118.560) train_loss=199.85026550 time/batch=0.73s
46182/77903 (epoch 118.563) train_loss=171.51358032 time/batch=0.62s
46183/77903 (epoch 118.565) train_loss=125.98736572 time/batch=0.49s
46184/77903 (epoch 118.568) train_loss=159.96620178 time/batch=0.59s
46185/77903 (epoch 118.570) train_loss=146.17445374 time/batch=0.57s
46186/77903 (epoch 118.573) train_loss=147.59307861 time/batch=0.57s
46187/77903 (epoch 118.575) train_loss=247.24885559 time/batch=0.82s
46188/77903 (epoch 118.578) train_loss=93.98780060 time/batch=0.40s
46189/77903 (epoch 118.581) train_loss=102.71398163 time/batch=0.42s
46190/77903 (epoch 118.583) train_loss=138.53172302 time/batch=0.50s
46191/77903 (epoch 118.586) train_loss=117.05741882 time/batch=0.46s
46192/77903 (epoch 118.588) train_loss=101.26710510 time/batch=0.39s
46193/77903 (epoch 118.591) train_loss=125.06286621 time/batch=0.47s
46194/77903 (epoch 118.593) train_loss=90.75061035 time/batch=0.31s
46195/77903 (epoch 118.596) train_loss=166.90892029 time/batch=0.58s
46196/77903 (epoch 118.599) train_loss=110.86808777 time/batch=0.47s
46197/77903 (epoch 118.601) train_loss=179.81961060 time/batch=0.64s
46198/77903 (epoch 118.604) train_loss=158.00935364 time/batch=0.61s
46199/77903 (epoch 118.606) train_loss=124.20501709 time/batch=0.49s
46200/77903 (epoch 118.609) train_loss=137.84008789 time/batch=0.50s
46201/77903 (epoch 118.611) train_loss=170.03816223 time/batch=0.61s
46202/77903 (epoch 118.614) train_loss=204.33930969 time/batch=0.75s
46203/77903 (epoch 118.617) train_loss=213.47612000 time/batch=0.79s
46204/77903 (epoch 118.619) train_loss=120.56901550 time/batch=0.50s
46205/77903 (epoch 118.622) train_loss=112.05243683 time/batch=0.39s
46206/77903 (epoch 118.624) train_loss=112.72435760 time/batch=0.43s
46207/77903 (epoch 118.627) train_loss=128.75549316 time/batch=0.49s
46208/77903 (epoch 118.629) train_loss=166.69053650 time/batch=0.61s
46209/77903 (epoch 118.632) train_loss=129.04357910 time/batch=0.50s
46210/77903 (epoch 118.635) train_loss=147.29565430 time/batch=0.57s
46211/77903 (epoch 118.637) train_loss=121.13758087 time/batch=0.48s
46212/77903 (epoch 118.640) train_loss=185.56756592 time/batch=0.68s
46213/77903 (epoch 118.642) train_loss=151.60398865 time/batch=0.61s
46214/77903 (epoch 118.645) train_loss=113.20190430 time/batch=0.48s
46215/77903 (epoch 118.647) train_loss=189.30633545 time/batch=0.66s
46216/77903 (epoch 118.650) train_loss=97.38961792 time/batch=0.42s
46217/77903 (epoch 118.652) train_loss=141.85272217 time/batch=0.56s
46218/77903 (epoch 118.655) train_loss=145.21121216 time/batch=0.54s
46219/77903 (epoch 118.658) train_loss=116.37530518 time/batch=0.45s
46220/77903 (epoch 118.660) train_loss=186.22116089 time/batch=0.66s
46221/77903 (epoch 118.663) train_loss=113.61218262 time/batch=0.48s
46222/77903 (epoch 118.665) train_loss=127.21636200 time/batch=0.48s
46223/77903 (epoch 118.668) train_loss=141.20506287 time/batch=0.53s
46224/77903 (epoch 118.670) train_loss=206.56326294 time/batch=0.81s
46225/77903 (epoch 118.673) train_loss=175.52577209 time/batch=0.68s
46226/77903 (epoch 118.676) train_loss=174.81478882 time/batch=0.64s
46227/77903 (epoch 118.678) train_loss=140.43669128 time/batch=0.60s
46228/77903 (epoch 118.681) train_loss=120.72817993 time/batch=0.48s
46229/77903 (epoch 118.683) train_loss=127.83101654 time/batch=0.49s
46230/77903 (epoch 118.686) train_loss=203.72265625 time/batch=0.71s
46231/77903 (epoch 118.688) train_loss=121.94265747 time/batch=0.50s
46232/77903 (epoch 118.691) train_loss=184.57312012 time/batch=0.66s
46233/77903 (epoch 118.694) train_loss=160.85728455 time/batch=0.66s
46234/77903 (epoch 118.696) train_loss=148.08975220 time/batch=0.60s
46235/77903 (epoch 118.699) train_loss=116.47207642 time/batch=0.48s
46236/77903 (epoch 118.701) train_loss=186.83444214 time/batch=0.68s
46237/77903 (epoch 118.704) train_loss=106.95761108 time/batch=0.46s
46238/77903 (epoch 118.706) train_loss=112.26164246 time/batch=0.46s
46239/77903 (epoch 118.709) train_loss=155.64869690 time/batch=0.60s
46240/77903 (epoch 118.712) train_loss=138.56443787 time/batch=0.52s
46241/77903 (epoch 118.714) train_loss=135.49742126 time/batch=0.51s
46242/77903 (epoch 118.717) train_loss=139.45341492 time/batch=0.52s
46243/77903 (epoch 118.719) train_loss=108.76777649 time/batch=0.45s
46244/77903 (epoch 118.722) train_loss=171.76870728 time/batch=0.61s
46245/77903 (epoch 118.724) train_loss=156.50413513 time/batch=0.58s
46246/77903 (epoch 118.727) train_loss=113.20874023 time/batch=0.46s
46247/77903 (epoch 118.730) train_loss=150.20014954 time/batch=0.61s
46248/77903 (epoch 118.732) train_loss=113.57875061 time/batch=0.48s
46249/77903 (epoch 118.735) train_loss=135.28466797 time/batch=0.51s
46250/77903 (epoch 118.737) train_loss=114.81169128 time/batch=0.43s
46251/77903 (epoch 118.740) train_loss=182.63568115 time/batch=0.64s
46252/77903 (epoch 118.742) train_loss=116.92630005 time/batch=0.50s
46253/77903 (epoch 118.745) train_loss=146.38760376 time/batch=0.58s
46254/77903 (epoch 118.747) train_loss=105.44132996 time/batch=0.46s
46255/77903 (epoch 118.750) train_loss=150.83499146 time/batch=0.57s
46256/77903 (epoch 118.753) train_loss=112.27446747 time/batch=0.46s
46257/77903 (epoch 118.755) train_loss=141.71719360 time/batch=0.55s
46258/77903 (epoch 118.758) train_loss=174.03431702 time/batch=0.65s
46259/77903 (epoch 118.760) train_loss=155.43019104 time/batch=0.58s
46260/77903 (epoch 118.763) train_loss=144.92619324 time/batch=0.57s
46261/77903 (epoch 118.765) train_loss=141.24620056 time/batch=0.56s
46262/77903 (epoch 118.768) train_loss=139.09324646 time/batch=0.58s
46263/77903 (epoch 118.771) train_loss=147.33843994 time/batch=0.58s
46264/77903 (epoch 118.773) train_loss=115.34115601 time/batch=0.46s
46265/77903 (epoch 118.776) train_loss=124.22344208 time/batch=0.47s
46266/77903 (epoch 118.778) train_loss=130.65045166 time/batch=0.50s
46267/77903 (epoch 118.781) train_loss=126.24433899 time/batch=0.50s
46268/77903 (epoch 118.783) train_loss=138.44807434 time/batch=0.54s
46269/77903 (epoch 118.786) train_loss=111.71597290 time/batch=0.46s
46270/77903 (epoch 118.789) train_loss=140.60983276 time/batch=0.57s
46271/77903 (epoch 118.791) train_loss=145.80661011 time/batch=0.58s
46272/77903 (epoch 118.794) train_loss=143.29380798 time/batch=0.54s
46273/77903 (epoch 118.796) train_loss=112.80851746 time/batch=0.46s
46274/77903 (epoch 118.799) train_loss=172.36926270 time/batch=0.63s
46275/77903 (epoch 118.801) train_loss=117.72817993 time/batch=0.46s
46276/77903 (epoch 118.804) train_loss=159.75808716 time/batch=0.63s
46277/77903 (epoch 118.807) train_loss=141.75778198 time/batch=0.59s
46278/77903 (epoch 118.809) train_loss=144.12149048 time/batch=0.59s
46279/77903 (epoch 118.812) train_loss=144.11224365 time/batch=0.57s
46280/77903 (epoch 118.814) train_loss=150.51651001 time/batch=0.57s
46281/77903 (epoch 118.817) train_loss=152.10232544 time/batch=0.56s
46282/77903 (epoch 118.819) train_loss=180.63977051 time/batch=0.64s
46283/77903 (epoch 118.822) train_loss=127.12156677 time/batch=0.51s
46284/77903 (epoch 118.825) train_loss=125.08426666 time/batch=0.49s
46285/77903 (epoch 118.827) train_loss=113.78522491 time/batch=0.45s
46286/77903 (epoch 118.830) train_loss=115.54058838 time/batch=0.45s
46287/77903 (epoch 118.832) train_loss=128.48297119 time/batch=0.57s
46288/77903 (epoch 118.835) train_loss=111.07305908 time/batch=0.47s
46289/77903 (epoch 118.837) train_loss=154.42619324 time/batch=0.61s
46290/77903 (epoch 118.840) train_loss=114.98281097 time/batch=0.59s
46291/77903 (epoch 118.842) train_loss=142.60093689 time/batch=0.58s
setting learning rate to 0.0001516
46292/77903 (epoch 118.845) train_loss=818.33850098 time/batch=2.55s
46293/77903 (epoch 118.848) train_loss=1321.65649414 time/batch=7.21s
46294/77903 (epoch 118.850) train_loss=420.82733154 time/batch=2.20s
46295/77903 (epoch 118.853) train_loss=287.93508911 time/batch=1.02s
46296/77903 (epoch 118.855) train_loss=588.90496826 time/batch=1.93s
46297/77903 (epoch 118.858) train_loss=328.68829346 time/batch=1.27s
46298/77903 (epoch 118.860) train_loss=306.24084473 time/batch=1.06s
46299/77903 (epoch 118.863) train_loss=682.66027832 time/batch=2.18s
46300/77903 (epoch 118.866) train_loss=465.36212158 time/batch=1.70s
46301/77903 (epoch 118.868) train_loss=203.29336548 time/batch=0.87s
46302/77903 (epoch 118.871) train_loss=94.13577271 time/batch=0.36s
46303/77903 (epoch 118.873) train_loss=614.12890625 time/batch=2.66s
46304/77903 (epoch 118.876) train_loss=200.39962769 time/batch=1.07s
46305/77903 (epoch 118.878) train_loss=94.58922577 time/batch=0.35s
46306/77903 (epoch 118.881) train_loss=204.12438965 time/batch=0.71s
46307/77903 (epoch 118.884) train_loss=105.97269440 time/batch=0.43s
46308/77903 (epoch 118.886) train_loss=324.29507446 time/batch=1.00s
46309/77903 (epoch 118.889) train_loss=504.24468994 time/batch=1.60s
46310/77903 (epoch 118.891) train_loss=516.46411133 time/batch=1.75s
46311/77903 (epoch 118.894) train_loss=389.10577393 time/batch=1.37s
46312/77903 (epoch 118.896) train_loss=109.27713013 time/batch=0.53s
46313/77903 (epoch 118.899) train_loss=179.37205505 time/batch=0.65s
46314/77903 (epoch 118.902) train_loss=223.60229492 time/batch=0.81s
46315/77903 (epoch 118.904) train_loss=69.79891968 time/batch=0.31s
46316/77903 (epoch 118.907) train_loss=279.39639282 time/batch=0.87s
46317/77903 (epoch 118.909) train_loss=114.18139648 time/batch=0.48s
46318/77903 (epoch 118.912) train_loss=125.13259125 time/batch=0.49s
46319/77903 (epoch 118.914) train_loss=502.85772705 time/batch=1.64s
46320/77903 (epoch 118.917) train_loss=216.17588806 time/batch=0.93s
46321/77903 (epoch 118.919) train_loss=309.94799805 time/batch=1.10s
46322/77903 (epoch 118.922) train_loss=108.38754272 time/batch=0.52s
46323/77903 (epoch 118.925) train_loss=99.27534485 time/batch=0.37s
46324/77903 (epoch 118.927) train_loss=299.56253052 time/batch=0.96s
46325/77903 (epoch 118.930) train_loss=390.60180664 time/batch=1.33s
46326/77903 (epoch 118.932) train_loss=154.40884399 time/batch=0.66s
46327/77903 (epoch 118.935) train_loss=412.72525024 time/batch=1.30s
46328/77903 (epoch 118.937) train_loss=226.89404297 time/batch=0.90s
46329/77903 (epoch 118.940) train_loss=75.60121918 time/batch=0.30s
46330/77903 (epoch 118.943) train_loss=268.91387939 time/batch=0.89s
46331/77903 (epoch 118.945) train_loss=208.09877014 time/batch=0.77s
46332/77903 (epoch 118.948) train_loss=164.75935364 time/batch=0.65s
46333/77903 (epoch 118.950) train_loss=143.82583618 time/batch=0.55s
46334/77903 (epoch 118.953) train_loss=360.22973633 time/batch=1.13s
46335/77903 (epoch 118.955) train_loss=309.22216797 time/batch=1.17s
46336/77903 (epoch 118.958) train_loss=98.83128357 time/batch=0.43s
46337/77903 (epoch 118.961) train_loss=188.40029907 time/batch=0.66s
46338/77903 (epoch 118.963) train_loss=107.15212250 time/batch=0.41s
46339/77903 (epoch 118.966) train_loss=449.72290039 time/batch=1.37s
46340/77903 (epoch 118.968) train_loss=325.50231934 time/batch=1.17s
46341/77903 (epoch 118.971) train_loss=83.48838806 time/batch=0.40s
46342/77903 (epoch 118.973) train_loss=160.68537903 time/batch=0.58s
46343/77903 (epoch 118.976) train_loss=437.16638184 time/batch=1.35s
46344/77903 (epoch 118.979) train_loss=102.91184235 time/batch=0.46s
46345/77903 (epoch 118.981) train_loss=89.81292725 time/batch=0.26s
46346/77903 (epoch 118.984) train_loss=248.79513550 time/batch=0.83s
46347/77903 (epoch 118.986) train_loss=181.02008057 time/batch=0.70s
46348/77903 (epoch 118.989) train_loss=348.08773804 time/batch=1.12s
46349/77903 (epoch 118.991) train_loss=96.42758179 time/batch=0.43s
46350/77903 (epoch 118.994) train_loss=182.56027222 time/batch=0.65s
46351/77903 (epoch 118.997) train_loss=386.87347412 time/batch=1.26s
46352/77903 (epoch 118.999) train_loss=75.55537415 time/batch=0.38s
46353/77903 (epoch 119.002) train_loss=193.16386414 time/batch=0.65s
46354/77903 (epoch 119.004) train_loss=318.53347778 time/batch=1.06s
46355/77903 (epoch 119.007) train_loss=358.84335327 time/batch=1.28s
46356/77903 (epoch 119.009) train_loss=265.44763184 time/batch=0.99s
46357/77903 (epoch 119.012) train_loss=292.67718506 time/batch=1.00s
46358/77903 (epoch 119.014) train_loss=222.89167786 time/batch=0.83s
46359/77903 (epoch 119.017) train_loss=135.68762207 time/batch=0.62s
46360/77903 (epoch 119.020) train_loss=403.58590698 time/batch=1.35s
46361/77903 (epoch 119.022) train_loss=241.08076477 time/batch=0.92s
46362/77903 (epoch 119.025) train_loss=92.69342041 time/batch=0.34s
46363/77903 (epoch 119.027) train_loss=307.76840210 time/batch=1.03s
46364/77903 (epoch 119.030) train_loss=284.44720459 time/batch=1.04s
46365/77903 (epoch 119.032) train_loss=71.22558594 time/batch=0.32s
46366/77903 (epoch 119.035) train_loss=175.69882202 time/batch=0.62s
46367/77903 (epoch 119.038) train_loss=271.72326660 time/batch=0.90s
46368/77903 (epoch 119.040) train_loss=113.77020264 time/batch=0.51s
