vocabulary size: 212
n tunes: 89927
n train tunes: 85447.0
n validation tunes: 4480.0
113374/133510 (epoch 84.917) train_loss=122.38920593 time/batch=0.56s
113375/133510 (epoch 84.918) train_loss=147.55465698 time/batch=0.63s
113376/133510 (epoch 84.919) train_loss=142.16856384 time/batch=0.63s
113377/133510 (epoch 84.920) train_loss=119.01028442 time/batch=0.60s
113378/133510 (epoch 84.920) train_loss=119.08332825 time/batch=0.57s
113379/133510 (epoch 84.921) train_loss=118.58620453 time/batch=0.58s
113380/133510 (epoch 84.922) train_loss=97.47710419 time/batch=0.48s
113381/133510 (epoch 84.923) train_loss=103.58049774 time/batch=0.49s
113382/133510 (epoch 84.923) train_loss=101.92010498 time/batch=0.49s
113383/133510 (epoch 84.924) train_loss=106.35844421 time/batch=0.50s
113384/133510 (epoch 84.925) train_loss=109.15089417 time/batch=0.51s
113385/133510 (epoch 84.926) train_loss=140.28265381 time/batch=0.63s
113386/133510 (epoch 84.926) train_loss=158.26580811 time/batch=0.68s
113387/133510 (epoch 84.927) train_loss=126.21478271 time/batch=0.64s
113388/133510 (epoch 84.928) train_loss=102.18222046 time/batch=0.49s
113389/133510 (epoch 84.929) train_loss=95.28267670 time/batch=0.47s
113390/133510 (epoch 84.929) train_loss=110.56689453 time/batch=0.56s
113391/133510 (epoch 84.930) train_loss=150.97367859 time/batch=0.66s
113392/133510 (epoch 84.931) train_loss=85.45079803 time/batch=0.48s
113393/133510 (epoch 84.932) train_loss=87.87445068 time/batch=0.45s
113394/133510 (epoch 84.932) train_loss=147.91487122 time/batch=0.62s
113395/133510 (epoch 84.933) train_loss=149.03207397 time/batch=0.67s
113396/133510 (epoch 84.934) train_loss=127.96505737 time/batch=0.60s
113397/133510 (epoch 84.935) train_loss=107.48575592 time/batch=0.50s
113398/133510 (epoch 84.935) train_loss=116.53776550 time/batch=0.51s
113399/133510 (epoch 84.936) train_loss=93.13962555 time/batch=0.45s
113400/133510 (epoch 84.937) train_loss=97.77449799 time/batch=0.46s
113401/133510 (epoch 84.938) train_loss=116.47930908 time/batch=0.56s
113402/133510 (epoch 84.938) train_loss=97.66444397 time/batch=0.48s
113403/133510 (epoch 84.939) train_loss=117.72909546 time/batch=0.56s
113404/133510 (epoch 84.940) train_loss=101.16715240 time/batch=0.49s
113405/133510 (epoch 84.941) train_loss=116.56767273 time/batch=0.56s
113406/133510 (epoch 84.941) train_loss=117.48135376 time/batch=0.52s
113407/133510 (epoch 84.942) train_loss=89.84447479 time/batch=0.45s
113408/133510 (epoch 84.943) train_loss=103.66947937 time/batch=0.48s
113409/133510 (epoch 84.944) train_loss=122.59841156 time/batch=0.57s
113410/133510 (epoch 84.944) train_loss=108.08708191 time/batch=0.50s
113411/133510 (epoch 84.945) train_loss=90.77191162 time/batch=0.46s
113412/133510 (epoch 84.946) train_loss=123.33296204 time/batch=0.61s
113413/133510 (epoch 84.947) train_loss=93.48641968 time/batch=0.49s
113414/133510 (epoch 84.947) train_loss=116.51845551 time/batch=0.55s
113415/133510 (epoch 84.948) train_loss=100.47080231 time/batch=0.51s
113416/133510 (epoch 84.949) train_loss=113.42327881 time/batch=0.57s
113417/133510 (epoch 84.950) train_loss=112.36640930 time/batch=0.58s
113418/133510 (epoch 84.950) train_loss=95.73797607 time/batch=0.46s
113419/133510 (epoch 84.951) train_loss=121.35200500 time/batch=0.55s
113420/133510 (epoch 84.952) train_loss=112.08265686 time/batch=0.60s
113421/133510 (epoch 84.953) train_loss=119.14584351 time/batch=0.59s
113422/133510 (epoch 84.953) train_loss=85.88264465 time/batch=0.46s
113423/133510 (epoch 84.954) train_loss=93.80490112 time/batch=0.45s
113424/133510 (epoch 84.955) train_loss=87.59923553 time/batch=0.46s
113425/133510 (epoch 84.956) train_loss=94.09032440 time/batch=0.45s
113426/133510 (epoch 84.956) train_loss=111.88272858 time/batch=0.56s
113427/133510 (epoch 84.957) train_loss=118.37118530 time/batch=0.59s
113428/133510 (epoch 84.958) train_loss=100.17694092 time/batch=0.48s
113429/133510 (epoch 84.959) train_loss=87.57185364 time/batch=0.45s
113430/133510 (epoch 84.959) train_loss=114.06476593 time/batch=0.47s
113431/133510 (epoch 84.960) train_loss=116.46459961 time/batch=0.58s
113432/133510 (epoch 84.961) train_loss=98.15338135 time/batch=0.49s
113433/133510 (epoch 84.962) train_loss=92.04875183 time/batch=0.46s
113434/133510 (epoch 84.962) train_loss=126.86379242 time/batch=0.57s
113435/133510 (epoch 84.963) train_loss=129.03210449 time/batch=0.59s
113436/133510 (epoch 84.964) train_loss=92.91381073 time/batch=0.46s
113437/133510 (epoch 84.965) train_loss=122.20954895 time/batch=0.57s
113438/133510 (epoch 84.965) train_loss=111.80879974 time/batch=0.59s
113439/133510 (epoch 84.966) train_loss=94.85624695 time/batch=0.48s
113440/133510 (epoch 84.967) train_loss=89.08681488 time/batch=0.45s
113441/133510 (epoch 84.968) train_loss=113.05003357 time/batch=0.57s
113442/133510 (epoch 84.968) train_loss=89.42535400 time/batch=0.48s
113443/133510 (epoch 84.969) train_loss=107.91302490 time/batch=0.49s
113444/133510 (epoch 84.970) train_loss=119.79752350 time/batch=0.58s
113445/133510 (epoch 84.971) train_loss=109.12609863 time/batch=0.58s
113446/133510 (epoch 84.971) train_loss=97.83773804 time/batch=0.49s
113447/133510 (epoch 84.972) train_loss=99.05245972 time/batch=0.46s
113448/133510 (epoch 84.973) train_loss=89.16493225 time/batch=0.44s
113449/133510 (epoch 84.974) train_loss=86.80260468 time/batch=0.44s
113450/133510 (epoch 84.974) train_loss=89.57637024 time/batch=0.45s
113451/133510 (epoch 84.975) train_loss=102.94219208 time/batch=0.49s
113452/133510 (epoch 84.976) train_loss=91.19348145 time/batch=0.46s
113453/133510 (epoch 84.977) train_loss=116.85256958 time/batch=0.57s
113454/133510 (epoch 84.977) train_loss=86.71795654 time/batch=0.48s
113455/133510 (epoch 84.978) train_loss=111.98803711 time/batch=0.57s
113456/133510 (epoch 84.979) train_loss=97.78186798 time/batch=0.46s
113457/133510 (epoch 84.980) train_loss=83.64495850 time/batch=0.45s
113458/133510 (epoch 84.980) train_loss=87.83111572 time/batch=0.45s
113459/133510 (epoch 84.981) train_loss=111.84733582 time/batch=0.57s
113460/133510 (epoch 84.982) train_loss=88.64321899 time/batch=0.48s
113461/133510 (epoch 84.983) train_loss=93.88467407 time/batch=0.57s
113462/133510 (epoch 84.983) train_loss=116.37940979 time/batch=0.58s
113463/133510 (epoch 84.984) train_loss=117.12026978 time/batch=0.59s
113464/133510 (epoch 84.985) train_loss=118.30027771 time/batch=0.59s
113465/133510 (epoch 84.986) train_loss=110.18058777 time/batch=0.59s
113466/133510 (epoch 84.986) train_loss=113.07717133 time/batch=0.59s
113467/133510 (epoch 84.987) train_loss=112.41644287 time/batch=0.59s
113468/133510 (epoch 84.988) train_loss=119.89640808 time/batch=0.59s
113469/133510 (epoch 84.989) train_loss=114.08849335 time/batch=0.57s
113470/133510 (epoch 84.989) train_loss=106.29216766 time/batch=0.59s
113471/133510 (epoch 84.990) train_loss=124.54272461 time/batch=0.59s
113472/133510 (epoch 84.991) train_loss=117.38970947 time/batch=0.59s
113473/133510 (epoch 84.992) train_loss=108.28295135 time/batch=0.59s
113474/133510 (epoch 84.992) train_loss=103.63913727 time/batch=0.58s
113475/133510 (epoch 84.993) train_loss=107.70741272 time/batch=0.59s
setting learning rate to 0.0004271
113476/133510 (epoch 84.994) train_loss=541.88183594 time/batch=1.58s
113477/133510 (epoch 84.995) train_loss=322.32946777 time/batch=1.21s
113478/133510 (epoch 84.995) train_loss=312.43975830 time/batch=1.11s
113479/133510 (epoch 84.996) train_loss=205.56182861 time/batch=0.90s
113480/133510 (epoch 84.997) train_loss=393.17529297 time/batch=1.17s
113481/133510 (epoch 84.998) train_loss=2034.15039062 time/batch=6.99s
113482/133510 (epoch 84.998) train_loss=398.67172241 time/batch=2.10s
113483/133510 (epoch 84.999) train_loss=619.78826904 time/batch=1.89s
113484/133510 (epoch 85.000) train_loss=537.24963379 time/batch=1.73s
113485/133510 (epoch 85.001) train_loss=656.38574219 time/batch=2.18s
113486/133510 (epoch 85.001) train_loss=201.97106934 time/batch=1.06s
113487/133510 (epoch 85.002) train_loss=559.53869629 time/batch=1.59s
113488/133510 (epoch 85.003) train_loss=895.44567871 time/batch=2.81s
113489/133510 (epoch 85.004) train_loss=343.16567993 time/batch=1.48s
113490/133510 (epoch 85.004) train_loss=983.68017578 time/batch=2.97s
113491/133510 (epoch 85.005) train_loss=446.28936768 time/batch=1.85s
113492/133510 (epoch 85.006) train_loss=95.08813477 time/batch=0.45s
113493/133510 (epoch 85.007) train_loss=521.59643555 time/batch=1.59s
113494/133510 (epoch 85.007) train_loss=862.63916016 time/batch=2.53s
113495/133510 (epoch 85.008) train_loss=245.28984070 time/batch=1.38s
113496/133510 (epoch 85.009) train_loss=337.84136963 time/batch=1.12s
113497/133510 (epoch 85.010) train_loss=85.96214294 time/batch=0.45s
113498/133510 (epoch 85.010) train_loss=93.09968567 time/batch=0.32s
113499/133510 (epoch 85.011) train_loss=155.51455688 time/batch=0.62s
113500/133510 (epoch 85.012) train_loss=142.05973816 time/batch=0.64s
113501/133510 (epoch 85.013) train_loss=274.01745605 time/batch=1.04s
113502/133510 (epoch 85.013) train_loss=1068.00805664 time/batch=3.84s
113503/133510 (epoch 85.014) train_loss=207.61389160 time/batch=1.31s
113504/133510 (epoch 85.015) train_loss=1125.62524414 time/batch=4.27s
113505/133510 (epoch 85.016) train_loss=563.47851562 time/batch=2.31s
113506/133510 (epoch 85.016) train_loss=548.68286133 time/batch=1.95s
113507/133510 (epoch 85.017) train_loss=264.64913940 time/batch=1.25s
113508/133510 (epoch 85.018) train_loss=195.93692017 time/batch=0.87s
113509/133510 (epoch 85.019) train_loss=140.82531738 time/batch=0.63s
113510/133510 (epoch 85.019) train_loss=659.92285156 time/batch=2.04s
113511/133510 (epoch 85.020) train_loss=275.69372559 time/batch=1.21s
113512/133510 (epoch 85.021) train_loss=493.59625244 time/batch=1.66s
113513/133510 (epoch 85.021) train_loss=116.93888855 time/batch=0.74s
113514/133510 (epoch 85.022) train_loss=696.85302734 time/batch=2.19s
113515/133510 (epoch 85.023) train_loss=293.18475342 time/batch=1.31s
113516/133510 (epoch 85.024) train_loss=197.61877441 time/batch=0.84s
113517/133510 (epoch 85.024) train_loss=141.25131226 time/batch=0.58s
113518/133510 (epoch 85.025) train_loss=90.58208466 time/batch=0.30s
113519/133510 (epoch 85.026) train_loss=479.51422119 time/batch=1.56s
113520/133510 (epoch 85.027) train_loss=454.41140747 time/batch=1.54s
113521/133510 (epoch 85.027) train_loss=333.53091431 time/batch=1.29s
113522/133510 (epoch 85.028) train_loss=143.05384827 time/batch=0.74s
113523/133510 (epoch 85.029) train_loss=123.10885620 time/batch=0.60s
113524/133510 (epoch 85.030) train_loss=87.66699219 time/batch=0.36s
113525/133510 (epoch 85.030) train_loss=210.63890076 time/batch=0.77s
113526/133510 (epoch 85.031) train_loss=376.26782227 time/batch=1.34s
113527/133510 (epoch 85.032) train_loss=146.52241516 time/batch=0.74s
113528/133510 (epoch 85.033) train_loss=904.96710205 time/batch=4.26s
113529/133510 (epoch 85.033) train_loss=130.57662964 time/batch=1.11s
113530/133510 (epoch 85.034) train_loss=360.05688477 time/batch=1.26s
113531/133510 (epoch 85.035) train_loss=123.54564667 time/batch=0.69s
113532/133510 (epoch 85.036) train_loss=93.41329956 time/batch=0.38s
113533/133510 (epoch 85.036) train_loss=283.17636108 time/batch=0.95s
113534/133510 (epoch 85.037) train_loss=458.64978027 time/batch=1.44s
113535/133510 (epoch 85.038) train_loss=202.01278687 time/batch=0.88s
113536/133510 (epoch 85.039) train_loss=440.82928467 time/batch=1.33s
113537/133510 (epoch 85.039) train_loss=292.51464844 time/batch=1.18s
113538/133510 (epoch 85.040) train_loss=294.49523926 time/batch=1.08s
113539/133510 (epoch 85.041) train_loss=80.40551758 time/batch=0.40s
113540/133510 (epoch 85.042) train_loss=157.44950867 time/batch=0.65s
113541/133510 (epoch 85.042) train_loss=766.82934570 time/batch=2.25s
113542/133510 (epoch 85.043) train_loss=169.20568848 time/batch=0.95s
113543/133510 (epoch 85.044) train_loss=305.78842163 time/batch=1.15s
113544/133510 (epoch 85.045) train_loss=342.37597656 time/batch=1.30s
113545/133510 (epoch 85.045) train_loss=141.90768433 time/batch=0.73s
113546/133510 (epoch 85.046) train_loss=336.36053467 time/batch=1.24s
113547/133510 (epoch 85.047) train_loss=283.18658447 time/batch=1.13s
113548/133510 (epoch 85.048) train_loss=421.05059814 time/batch=1.52s
113549/133510 (epoch 85.048) train_loss=397.79235840 time/batch=1.40s
113550/133510 (epoch 85.049) train_loss=644.52447510 time/batch=2.17s
113551/133510 (epoch 85.050) train_loss=384.71685791 time/batch=1.62s
113552/133510 (epoch 85.051) train_loss=85.85608673 time/batch=0.48s
113553/133510 (epoch 85.051) train_loss=88.20231628 time/batch=0.33s
113554/133510 (epoch 85.052) train_loss=438.88897705 time/batch=1.30s
113555/133510 (epoch 85.053) train_loss=517.36676025 time/batch=1.63s
113556/133510 (epoch 85.054) train_loss=594.93389893 time/batch=2.23s
113557/133510 (epoch 85.054) train_loss=115.82105255 time/batch=0.77s
113558/133510 (epoch 85.055) train_loss=384.12725830 time/batch=1.24s
113559/133510 (epoch 85.056) train_loss=170.46328735 time/batch=0.80s
113560/133510 (epoch 85.057) train_loss=103.00013733 time/batch=0.52s
113561/133510 (epoch 85.057) train_loss=214.48350525 time/batch=0.82s
113562/133510 (epoch 85.058) train_loss=316.97595215 time/batch=1.32s
113563/133510 (epoch 85.059) train_loss=119.21369171 time/batch=0.63s
113564/133510 (epoch 85.060) train_loss=294.34765625 time/batch=1.06s
113565/133510 (epoch 85.060) train_loss=98.52404022 time/batch=0.50s
113566/133510 (epoch 85.061) train_loss=455.50958252 time/batch=1.48s
113567/133510 (epoch 85.062) train_loss=76.55949402 time/batch=0.49s
113568/133510 (epoch 85.063) train_loss=448.63522339 time/batch=1.36s
113569/133510 (epoch 85.063) train_loss=115.49822235 time/batch=0.66s
113570/133510 (epoch 85.064) train_loss=78.75764465 time/batch=0.34s
113571/133510 (epoch 85.065) train_loss=456.97845459 time/batch=1.34s
113572/133510 (epoch 85.066) train_loss=135.17150879 time/batch=0.67s
113573/133510 (epoch 85.066) train_loss=286.58950806 time/batch=1.10s
113574/133510 (epoch 85.067) train_loss=182.79382324 time/batch=0.81s
113575/133510 (epoch 85.068) train_loss=115.37482452 time/batch=0.53s
113576/133510 (epoch 85.069) train_loss=87.99870300 time/batch=0.41s
113577/133510 (epoch 85.069) train_loss=250.88836670 time/batch=0.87s
113578/133510 (epoch 85.070) train_loss=310.58538818 time/batch=1.19s
113579/133510 (epoch 85.071) train_loss=564.88684082 time/batch=1.89s
113580/133510 (epoch 85.072) train_loss=171.85745239 time/batch=0.87s
113581/133510 (epoch 85.072) train_loss=282.11932373 time/batch=0.93s
113582/133510 (epoch 85.073) train_loss=107.01193237 time/batch=0.56s
113583/133510 (epoch 85.074) train_loss=194.43856812 time/batch=0.82s
113584/133510 (epoch 85.075) train_loss=96.33567810 time/batch=0.36s
113585/133510 (epoch 85.075) train_loss=339.59600830 time/batch=0.99s
113586/133510 (epoch 85.076) train_loss=184.65640259 time/batch=0.81s
113587/133510 (epoch 85.077) train_loss=335.31661987 time/batch=1.23s
113588/133510 (epoch 85.078) train_loss=86.81787109 time/batch=0.48s
113589/133510 (epoch 85.078) train_loss=98.01145935 time/batch=0.39s
113590/133510 (epoch 85.079) train_loss=320.01107788 time/batch=1.11s
113591/133510 (epoch 85.080) train_loss=115.77101135 time/batch=0.60s
113592/133510 (epoch 85.081) train_loss=153.36317444 time/batch=0.64s
113593/133510 (epoch 85.081) train_loss=283.95068359 time/batch=1.03s
113594/133510 (epoch 85.082) train_loss=101.79019165 time/batch=0.57s
113595/133510 (epoch 85.083) train_loss=251.03802490 time/batch=0.89s
113596/133510 (epoch 85.084) train_loss=519.40100098 time/batch=1.68s
113597/133510 (epoch 85.084) train_loss=308.95190430 time/batch=1.26s
113598/133510 (epoch 85.085) train_loss=81.23661041 time/batch=0.40s
113599/133510 (epoch 85.086) train_loss=149.43817139 time/batch=0.63s
113600/133510 (epoch 85.087) train_loss=234.89254761 time/batch=0.91s
113601/133510 (epoch 85.087) train_loss=80.34649658 time/batch=0.34s
113602/133510 (epoch 85.088) train_loss=129.64955139 time/batch=0.61s
113603/133510 (epoch 85.089) train_loss=84.86753845 time/batch=0.37s
113604/133510 (epoch 85.090) train_loss=113.07032776 time/batch=0.49s
113605/133510 (epoch 85.090) train_loss=284.55108643 time/batch=0.95s
113606/133510 (epoch 85.091) train_loss=275.19781494 time/batch=1.04s
113607/133510 (epoch 85.092) train_loss=551.54669189 time/batch=1.73s
113608/133510 (epoch 85.093) train_loss=298.17022705 time/batch=1.19s
113609/133510 (epoch 85.093) train_loss=329.06765747 time/batch=1.28s
113610/133510 (epoch 85.094) train_loss=199.61048889 time/batch=0.89s
113611/133510 (epoch 85.095) train_loss=380.77886963 time/batch=1.23s
113612/133510 (epoch 85.096) train_loss=154.82798767 time/batch=0.74s
113613/133510 (epoch 85.096) train_loss=120.25981140 time/batch=0.53s
113614/133510 (epoch 85.097) train_loss=345.29693604 time/batch=1.18s
113615/133510 (epoch 85.098) train_loss=217.22428894 time/batch=0.89s
113616/133510 (epoch 85.099) train_loss=153.57015991 time/batch=0.70s
113617/133510 (epoch 85.099) train_loss=142.04519653 time/batch=0.69s
113618/133510 (epoch 85.100) train_loss=288.20104980 time/batch=1.07s
113619/133510 (epoch 85.101) train_loss=430.90502930 time/batch=1.41s
113620/133510 (epoch 85.102) train_loss=86.42716980 time/batch=0.41s
113621/133510 (epoch 85.102) train_loss=83.04861450 time/batch=0.26s
113622/133510 (epoch 85.103) train_loss=318.70947266 time/batch=1.12s
113623/133510 (epoch 85.104) train_loss=341.20324707 time/batch=1.13s
113624/133510 (epoch 85.105) train_loss=276.84088135 time/batch=1.03s
113625/133510 (epoch 85.105) train_loss=206.23902893 time/batch=0.88s
113626/133510 (epoch 85.106) train_loss=87.79234314 time/batch=0.37s
113627/133510 (epoch 85.107) train_loss=94.21778870 time/batch=0.42s
113628/133510 (epoch 85.108) train_loss=172.80206299 time/batch=0.76s
113629/133510 (epoch 85.108) train_loss=148.82481384 time/batch=0.71s
113630/133510 (epoch 85.109) train_loss=291.94314575 time/batch=1.16s
113631/133510 (epoch 85.110) train_loss=413.45184326 time/batch=1.41s
113632/133510 (epoch 85.111) train_loss=184.26878357 time/batch=0.85s
113633/133510 (epoch 85.111) train_loss=118.90958405 time/batch=0.56s
113634/133510 (epoch 85.112) train_loss=90.75524902 time/batch=0.44s
113635/133510 (epoch 85.113) train_loss=196.68623352 time/batch=0.81s
113636/133510 (epoch 85.114) train_loss=373.76562500 time/batch=1.43s
113637/133510 (epoch 85.114) train_loss=100.63549042 time/batch=0.59s
113638/133510 (epoch 85.115) train_loss=315.55715942 time/batch=1.14s
113639/133510 (epoch 85.116) train_loss=262.01641846 time/batch=1.02s
113640/133510 (epoch 85.117) train_loss=90.53963470 time/batch=0.48s
113641/133510 (epoch 85.117) train_loss=302.16616821 time/batch=0.99s
113642/133510 (epoch 85.118) train_loss=361.96685791 time/batch=1.31s
113643/133510 (epoch 85.119) train_loss=76.25309753 time/batch=0.41s
113644/133510 (epoch 85.120) train_loss=117.19483185 time/batch=0.53s
113645/133510 (epoch 85.120) train_loss=199.11920166 time/batch=0.79s
113646/133510 (epoch 85.121) train_loss=251.73214722 time/batch=1.09s
113647/133510 (epoch 85.122) train_loss=86.10333252 time/batch=0.38s
113648/133510 (epoch 85.123) train_loss=276.21972656 time/batch=0.92s
113649/133510 (epoch 85.123) train_loss=118.89434814 time/batch=0.62s
113650/133510 (epoch 85.124) train_loss=422.42547607 time/batch=1.38s
113651/133510 (epoch 85.125) train_loss=96.02515411 time/batch=0.58s
113652/133510 (epoch 85.126) train_loss=380.33752441 time/batch=1.08s
113653/133510 (epoch 85.126) train_loss=105.08250427 time/batch=0.57s
113654/133510 (epoch 85.127) train_loss=291.93338013 time/batch=0.99s
113655/133510 (epoch 85.128) train_loss=488.79580688 time/batch=1.73s
113656/133510 (epoch 85.129) train_loss=89.69361115 time/batch=0.50s
113657/133510 (epoch 85.129) train_loss=327.07299805 time/batch=1.05s
113658/133510 (epoch 85.130) train_loss=154.86305237 time/batch=0.75s
113659/133510 (epoch 85.131) train_loss=121.98074341 time/batch=0.57s
113660/133510 (epoch 85.132) train_loss=214.86174011 time/batch=0.77s
113661/133510 (epoch 85.132) train_loss=256.06854248 time/batch=1.13s
113662/133510 (epoch 85.133) train_loss=78.25149536 time/batch=0.45s
113663/133510 (epoch 85.134) train_loss=219.52467346 time/batch=0.81s
113664/133510 (epoch 85.135) train_loss=114.21849060 time/batch=0.56s
113665/133510 (epoch 85.135) train_loss=87.75706482 time/batch=0.39s
113666/133510 (epoch 85.136) train_loss=99.23905182 time/batch=0.41s
113667/133510 (epoch 85.137) train_loss=149.05227661 time/batch=0.59s
113668/133510 (epoch 85.138) train_loss=118.22068787 time/batch=0.53s
113669/133510 (epoch 85.138) train_loss=156.93273926 time/batch=0.65s
113670/133510 (epoch 85.139) train_loss=434.41357422 time/batch=1.44s
113671/133510 (epoch 85.140) train_loss=400.09771729 time/batch=1.35s
113672/133510 (epoch 85.141) train_loss=370.82827759 time/batch=1.29s
113673/133510 (epoch 85.141) train_loss=105.24782562 time/batch=0.58s
113674/133510 (epoch 85.142) train_loss=201.88494873 time/batch=0.78s
113675/133510 (epoch 85.143) train_loss=201.84684753 time/batch=0.78s
113676/133510 (epoch 85.144) train_loss=154.98266602 time/batch=0.68s
113677/133510 (epoch 85.144) train_loss=250.33807373 time/batch=0.92s
113678/133510 (epoch 85.145) train_loss=304.65768433 time/batch=1.13s
113679/133510 (epoch 85.146) train_loss=233.68681335 time/batch=0.97s
113680/133510 (epoch 85.147) train_loss=92.63530731 time/batch=0.49s
113681/133510 (epoch 85.147) train_loss=269.56552124 time/batch=1.06s
113682/133510 (epoch 85.148) train_loss=235.36582947 time/batch=0.89s
113683/133510 (epoch 85.149) train_loss=110.72071838 time/batch=0.54s
113684/133510 (epoch 85.150) train_loss=91.07765198 time/batch=0.34s
113685/133510 (epoch 85.150) train_loss=77.32659149 time/batch=0.32s
113686/133510 (epoch 85.151) train_loss=100.35884094 time/batch=0.45s
113687/133510 (epoch 85.152) train_loss=113.47750092 time/batch=0.51s
113688/133510 (epoch 85.153) train_loss=357.26846313 time/batch=1.40s
113689/133510 (epoch 85.153) train_loss=90.47154999 time/batch=0.44s
113690/133510 (epoch 85.154) train_loss=78.07387543 time/batch=0.34s
113691/133510 (epoch 85.155) train_loss=84.48171997 time/batch=0.29s
113692/133510 (epoch 85.156) train_loss=79.18707275 time/batch=0.34s
113693/133510 (epoch 85.156) train_loss=200.83493042 time/batch=0.80s
113694/133510 (epoch 85.157) train_loss=67.84413147 time/batch=0.31s
113695/133510 (epoch 85.158) train_loss=107.60906982 time/batch=0.41s
113696/133510 (epoch 85.159) train_loss=127.16395569 time/batch=0.53s
113697/133510 (epoch 85.159) train_loss=147.22640991 time/batch=0.60s
113698/133510 (epoch 85.160) train_loss=272.60357666 time/batch=0.92s
113699/133510 (epoch 85.161) train_loss=335.87054443 time/batch=1.21s
113700/133510 (epoch 85.162) train_loss=208.41329956 time/batch=0.89s
113701/133510 (epoch 85.162) train_loss=231.76562500 time/batch=0.96s
113702/133510 (epoch 85.163) train_loss=242.51147461 time/batch=0.98s
113703/133510 (epoch 85.164) train_loss=235.30297852 time/batch=1.00s
113704/133510 (epoch 85.165) train_loss=165.93582153 time/batch=0.76s
113705/133510 (epoch 85.165) train_loss=76.07438660 time/batch=0.35s
113706/133510 (epoch 85.166) train_loss=357.83660889 time/batch=1.11s
113707/133510 (epoch 85.167) train_loss=95.05438232 time/batch=0.50s
113708/133510 (epoch 85.168) train_loss=200.60380554 time/batch=0.74s
113709/133510 (epoch 85.168) train_loss=109.93190765 time/batch=0.53s
113710/133510 (epoch 85.169) train_loss=81.27403259 time/batch=0.28s
113711/133510 (epoch 85.170) train_loss=74.12581635 time/batch=0.29s
113712/133510 (epoch 85.171) train_loss=186.19863892 time/batch=0.67s
113713/133510 (epoch 85.171) train_loss=313.29632568 time/batch=1.01s
113714/133510 (epoch 85.172) train_loss=255.37145996 time/batch=1.04s
113715/133510 (epoch 85.173) train_loss=263.30285645 time/batch=1.04s
113716/133510 (epoch 85.174) train_loss=142.23274231 time/batch=0.69s
113717/133510 (epoch 85.174) train_loss=155.10894775 time/batch=0.67s
113718/133510 (epoch 85.175) train_loss=201.04257202 time/batch=0.81s
113719/133510 (epoch 85.176) train_loss=130.10519409 time/batch=0.64s
113720/133510 (epoch 85.177) train_loss=194.26904297 time/batch=0.71s
113721/133510 (epoch 85.177) train_loss=225.93283081 time/batch=0.89s
113722/133510 (epoch 85.178) train_loss=96.57110596 time/batch=0.50s
113723/133510 (epoch 85.179) train_loss=103.25296021 time/batch=0.41s
113724/133510 (epoch 85.180) train_loss=305.10296631 time/batch=1.02s
113725/133510 (epoch 85.180) train_loss=156.71255493 time/batch=0.75s
113726/133510 (epoch 85.181) train_loss=262.50701904 time/batch=1.07s
113727/133510 (epoch 85.182) train_loss=71.80326843 time/batch=0.37s
113728/133510 (epoch 85.183) train_loss=265.71813965 time/batch=1.06s
113729/133510 (epoch 85.183) train_loss=142.58175659 time/batch=0.73s
113730/133510 (epoch 85.184) train_loss=116.47418213 time/batch=0.53s
113731/133510 (epoch 85.185) train_loss=116.15957642 time/batch=0.56s
113732/133510 (epoch 85.186) train_loss=115.66566467 time/batch=0.49s
113733/133510 (epoch 85.186) train_loss=186.78744507 time/batch=0.73s
113734/133510 (epoch 85.187) train_loss=257.09133911 time/batch=0.92s
113735/133510 (epoch 85.188) train_loss=93.61843872 time/batch=0.43s
113736/133510 (epoch 85.189) train_loss=67.62620544 time/batch=0.25s
113737/133510 (epoch 85.189) train_loss=170.69276428 time/batch=0.69s
113738/133510 (epoch 85.190) train_loss=176.82095337 time/batch=0.73s
113739/133510 (epoch 85.191) train_loss=186.29183960 time/batch=0.74s
113740/133510 (epoch 85.192) train_loss=253.42550659 time/batch=0.92s
113741/133510 (epoch 85.192) train_loss=189.01791382 time/batch=0.82s
113742/133510 (epoch 85.193) train_loss=125.88838959 time/batch=0.57s
113743/133510 (epoch 85.194) train_loss=140.27557373 time/batch=0.60s
113744/133510 (epoch 85.195) train_loss=180.37753296 time/batch=0.79s
113745/133510 (epoch 85.195) train_loss=79.07739258 time/batch=0.39s
113746/133510 (epoch 85.196) train_loss=181.78004456 time/batch=0.81s
113747/133510 (epoch 85.197) train_loss=74.17843628 time/batch=0.39s
113748/133510 (epoch 85.198) train_loss=194.38803101 time/batch=0.78s
113749/133510 (epoch 85.198) train_loss=94.35473633 time/batch=0.43s
113750/133510 (epoch 85.199) train_loss=83.45046997 time/batch=0.33s
113751/133510 (epoch 85.200) train_loss=83.98861694 time/batch=0.38s
113752/133510 (epoch 85.201) train_loss=345.18267822 time/batch=1.15s
113753/133510 (epoch 85.201) train_loss=192.15299988 time/batch=0.93s
113754/133510 (epoch 85.202) train_loss=101.57449341 time/batch=0.49s
113755/133510 (epoch 85.203) train_loss=95.11741638 time/batch=0.41s
113756/133510 (epoch 85.204) train_loss=104.35649872 time/batch=0.48s
113757/133510 (epoch 85.204) train_loss=235.84083557 time/batch=0.90s
113758/133510 (epoch 85.205) train_loss=227.01654053 time/batch=0.98s
113759/133510 (epoch 85.206) train_loss=238.81069946 time/batch=0.97s
113760/133510 (epoch 85.207) train_loss=192.71899414 time/batch=0.87s
