vocabulary size: 223
n tunes: 26273
n train tunes: 24929.0
n validation tunes: 1344.0
6172/38951 (epoch 15.845) train_loss=165.71365356 time/batch=0.47s
6173/38951 (epoch 15.848) train_loss=210.69689941 time/batch=0.57s
6174/38951 (epoch 15.850) train_loss=190.14419556 time/batch=0.52s
6175/38951 (epoch 15.853) train_loss=180.09509277 time/batch=0.52s
6176/38951 (epoch 15.856) train_loss=205.33294678 time/batch=0.56s
6177/38951 (epoch 15.858) train_loss=200.63511658 time/batch=0.59s
6178/38951 (epoch 15.861) train_loss=217.26518250 time/batch=0.61s
6179/38951 (epoch 15.863) train_loss=181.72799683 time/batch=0.57s
6180/38951 (epoch 15.866) train_loss=188.46578979 time/batch=0.51s
6181/38951 (epoch 15.868) train_loss=158.84609985 time/batch=0.47s
6182/38951 (epoch 15.871) train_loss=193.75283813 time/batch=0.58s
6183/38951 (epoch 15.874) train_loss=163.26916504 time/batch=0.48s
6184/38951 (epoch 15.876) train_loss=167.58454895 time/batch=0.47s
6185/38951 (epoch 15.879) train_loss=194.73608398 time/batch=0.56s
6186/38951 (epoch 15.881) train_loss=206.06210327 time/batch=0.58s
6187/38951 (epoch 15.884) train_loss=208.39743042 time/batch=0.59s
6188/38951 (epoch 15.886) train_loss=172.44744873 time/batch=0.50s
6189/38951 (epoch 15.889) train_loss=172.52441406 time/batch=0.48s
6190/38951 (epoch 15.892) train_loss=193.79374695 time/batch=0.56s
6191/38951 (epoch 15.894) train_loss=165.63610840 time/batch=0.47s
6192/38951 (epoch 15.897) train_loss=170.22241211 time/batch=0.46s
6193/38951 (epoch 15.899) train_loss=151.37899780 time/batch=0.46s
6194/38951 (epoch 15.902) train_loss=238.19557190 time/batch=0.63s
6195/38951 (epoch 15.904) train_loss=207.48687744 time/batch=0.60s
6196/38951 (epoch 15.907) train_loss=204.28102112 time/batch=0.60s
6197/38951 (epoch 15.910) train_loss=160.05996704 time/batch=0.48s
6198/38951 (epoch 15.912) train_loss=162.11563110 time/batch=0.48s
6199/38951 (epoch 15.915) train_loss=212.41815186 time/batch=0.59s
6200/38951 (epoch 15.917) train_loss=202.23348999 time/batch=0.59s
6201/38951 (epoch 15.920) train_loss=210.99720764 time/batch=0.58s
6202/38951 (epoch 15.922) train_loss=154.42616272 time/batch=0.46s
6203/38951 (epoch 15.925) train_loss=234.78567505 time/batch=0.64s
6204/38951 (epoch 15.927) train_loss=124.17981720 time/batch=0.34s
6205/38951 (epoch 15.930) train_loss=151.48234558 time/batch=0.43s
6206/38951 (epoch 15.933) train_loss=160.53564453 time/batch=0.46s
6207/38951 (epoch 15.935) train_loss=232.59930420 time/batch=0.63s
6208/38951 (epoch 15.938) train_loss=197.30729675 time/batch=0.60s
6209/38951 (epoch 15.940) train_loss=170.27597046 time/batch=0.50s
6210/38951 (epoch 15.943) train_loss=235.80921936 time/batch=0.63s
6211/38951 (epoch 15.945) train_loss=220.14260864 time/batch=0.62s
6212/38951 (epoch 15.948) train_loss=157.24853516 time/batch=0.47s
6213/38951 (epoch 15.951) train_loss=168.82812500 time/batch=0.50s
6214/38951 (epoch 15.953) train_loss=194.66314697 time/batch=0.58s
6215/38951 (epoch 15.956) train_loss=197.85462952 time/batch=0.57s
6216/38951 (epoch 15.958) train_loss=139.76708984 time/batch=0.45s
6217/38951 (epoch 15.961) train_loss=200.53855896 time/batch=0.57s
6218/38951 (epoch 15.963) train_loss=208.70486450 time/batch=0.62s
6219/38951 (epoch 15.966) train_loss=204.92456055 time/batch=0.59s
6220/38951 (epoch 15.969) train_loss=207.28805542 time/batch=0.60s
6221/38951 (epoch 15.971) train_loss=157.07670593 time/batch=0.48s
6222/38951 (epoch 15.974) train_loss=152.41314697 time/batch=0.45s
6223/38951 (epoch 15.976) train_loss=156.70559692 time/batch=0.47s
6224/38951 (epoch 15.979) train_loss=177.31439209 time/batch=0.58s
6225/38951 (epoch 15.981) train_loss=716.72412109 time/batch=1.71s
6226/38951 (epoch 15.984) train_loss=401.75317383 time/batch=1.14s
6227/38951 (epoch 15.987) train_loss=1224.92724609 time/batch=3.21s
6228/38951 (epoch 15.989) train_loss=191.48101807 time/batch=0.91s
6229/38951 (epoch 15.992) train_loss=417.46307373 time/batch=1.04s
6230/38951 (epoch 15.994) train_loss=303.75708008 time/batch=0.84s
6231/38951 (epoch 15.997) train_loss=274.02288818 time/batch=0.77s
6232/38951 (epoch 15.999) train_loss=278.36828613 time/batch=0.76s
6233/38951 (epoch 16.002) train_loss=186.50981140 time/batch=0.54s
6234/38951 (epoch 16.004) train_loss=718.11437988 time/batch=1.76s
6235/38951 (epoch 16.007) train_loss=156.66416931 time/batch=0.64s
6236/38951 (epoch 16.010) train_loss=340.09368896 time/batch=0.86s
6237/38951 (epoch 16.012) train_loss=309.05178833 time/batch=0.85s
6238/38951 (epoch 16.015) train_loss=118.02565002 time/batch=0.38s
6239/38951 (epoch 16.017) train_loss=177.92982483 time/batch=0.47s
6240/38951 (epoch 16.020) train_loss=245.45429993 time/batch=0.65s
6241/38951 (epoch 16.022) train_loss=208.03990173 time/batch=0.57s
6242/38951 (epoch 16.025) train_loss=463.04342651 time/batch=1.14s
6243/38951 (epoch 16.028) train_loss=199.64050293 time/batch=0.64s
6244/38951 (epoch 16.030) train_loss=140.94790649 time/batch=0.41s
6245/38951 (epoch 16.033) train_loss=696.67169189 time/batch=1.80s
6246/38951 (epoch 16.035) train_loss=1583.51196289 time/batch=7.11s
6247/38951 (epoch 16.038) train_loss=524.49462891 time/batch=2.15s
6248/38951 (epoch 16.040) train_loss=765.27655029 time/batch=2.03s
6249/38951 (epoch 16.043) train_loss=562.13305664 time/batch=1.56s
6250/38951 (epoch 16.046) train_loss=460.42565918 time/batch=1.23s
6251/38951 (epoch 16.048) train_loss=505.71707153 time/batch=1.32s
6252/38951 (epoch 16.051) train_loss=183.67683411 time/batch=0.62s
6253/38951 (epoch 16.053) train_loss=869.67773438 time/batch=2.16s
6254/38951 (epoch 16.056) train_loss=460.84072876 time/batch=1.39s
6255/38951 (epoch 16.058) train_loss=418.37939453 time/batch=1.12s
6256/38951 (epoch 16.061) train_loss=98.85929871 time/batch=0.35s
6257/38951 (epoch 16.064) train_loss=405.39752197 time/batch=0.95s
6258/38951 (epoch 16.066) train_loss=91.68875885 time/batch=0.33s
6259/38951 (epoch 16.069) train_loss=153.14834595 time/batch=0.41s
6260/38951 (epoch 16.071) train_loss=206.52206421 time/batch=0.58s
6261/38951 (epoch 16.074) train_loss=176.11022949 time/batch=0.52s
6262/38951 (epoch 16.076) train_loss=581.44403076 time/batch=1.44s
6263/38951 (epoch 16.079) train_loss=150.95324707 time/batch=0.54s
6264/38951 (epoch 16.082) train_loss=457.46246338 time/batch=1.13s
6265/38951 (epoch 16.084) train_loss=279.63488770 time/batch=0.83s
6266/38951 (epoch 16.087) train_loss=198.03977966 time/batch=0.56s
6267/38951 (epoch 16.089) train_loss=272.94976807 time/batch=0.73s
6268/38951 (epoch 16.092) train_loss=117.50646973 time/batch=0.36s
6269/38951 (epoch 16.094) train_loss=573.12463379 time/batch=1.33s
6270/38951 (epoch 16.097) train_loss=592.70220947 time/batch=1.59s
6271/38951 (epoch 16.099) train_loss=110.44650269 time/batch=0.44s
6272/38951 (epoch 16.102) train_loss=116.17857361 time/batch=0.29s
6273/38951 (epoch 16.105) train_loss=122.30152130 time/batch=0.32s
6274/38951 (epoch 16.107) train_loss=199.47962952 time/batch=0.52s
6275/38951 (epoch 16.110) train_loss=216.58964539 time/batch=0.60s
6276/38951 (epoch 16.112) train_loss=215.72549438 time/batch=0.60s
6277/38951 (epoch 16.115) train_loss=348.77868652 time/batch=0.88s
6278/38951 (epoch 16.117) train_loss=325.64721680 time/batch=0.89s
6279/38951 (epoch 16.120) train_loss=131.65138245 time/batch=0.39s
6280/38951 (epoch 16.123) train_loss=514.02386475 time/batch=1.23s
6281/38951 (epoch 16.125) train_loss=108.76256561 time/batch=0.39s
6282/38951 (epoch 16.128) train_loss=560.14013672 time/batch=1.44s
6283/38951 (epoch 16.130) train_loss=256.83615112 time/batch=0.83s
6284/38951 (epoch 16.133) train_loss=184.60241699 time/batch=0.55s
6285/38951 (epoch 16.135) train_loss=237.73175049 time/batch=0.64s
6286/38951 (epoch 16.138) train_loss=122.92399597 time/batch=0.36s
6287/38951 (epoch 16.141) train_loss=283.51129150 time/batch=0.71s
6288/38951 (epoch 16.143) train_loss=426.98016357 time/batch=1.09s
6289/38951 (epoch 16.146) train_loss=282.04528809 time/batch=0.83s
6290/38951 (epoch 16.148) train_loss=194.20480347 time/batch=0.58s
6291/38951 (epoch 16.151) train_loss=164.83798218 time/batch=0.49s
6292/38951 (epoch 16.153) train_loss=157.19003296 time/batch=0.45s
6293/38951 (epoch 16.156) train_loss=293.41583252 time/batch=0.77s
6294/38951 (epoch 16.159) train_loss=146.77191162 time/batch=0.44s
6295/38951 (epoch 16.161) train_loss=356.20904541 time/batch=0.85s
6296/38951 (epoch 16.164) train_loss=162.34429932 time/batch=0.52s
6297/38951 (epoch 16.166) train_loss=293.76345825 time/batch=0.77s
6298/38951 (epoch 16.169) train_loss=307.11737061 time/batch=0.86s
6299/38951 (epoch 16.171) train_loss=245.95898438 time/batch=0.71s
6300/38951 (epoch 16.174) train_loss=184.44895935 time/batch=0.53s
6301/38951 (epoch 16.177) train_loss=141.10377502 time/batch=0.41s
6302/38951 (epoch 16.179) train_loss=89.77422333 time/batch=0.25s
6303/38951 (epoch 16.182) train_loss=124.21327209 time/batch=0.32s
6304/38951 (epoch 16.184) train_loss=291.26538086 time/batch=0.72s
6305/38951 (epoch 16.187) train_loss=126.21475983 time/batch=0.39s
6306/38951 (epoch 16.189) train_loss=439.38217163 time/batch=1.04s
6307/38951 (epoch 16.192) train_loss=358.04602051 time/batch=0.99s
6308/38951 (epoch 16.194) train_loss=121.78829956 time/batch=0.41s
6309/38951 (epoch 16.197) train_loss=500.29837036 time/batch=1.25s
6310/38951 (epoch 16.200) train_loss=134.91163635 time/batch=0.50s
6311/38951 (epoch 16.202) train_loss=357.30313110 time/batch=0.87s
6312/38951 (epoch 16.205) train_loss=112.37408447 time/batch=0.38s
6313/38951 (epoch 16.207) train_loss=386.27911377 time/batch=0.92s
6314/38951 (epoch 16.210) train_loss=89.70800781 time/batch=0.32s
6315/38951 (epoch 16.212) train_loss=333.22113037 time/batch=0.82s
6316/38951 (epoch 16.215) train_loss=588.78240967 time/batch=1.56s
6317/38951 (epoch 16.218) train_loss=492.04995728 time/batch=1.33s
6318/38951 (epoch 16.220) train_loss=314.49169922 time/batch=0.87s
6319/38951 (epoch 16.223) train_loss=317.65457153 time/batch=0.85s
6320/38951 (epoch 16.225) train_loss=256.98684692 time/batch=0.73s
6321/38951 (epoch 16.228) train_loss=250.22480774 time/batch=0.69s
6322/38951 (epoch 16.230) train_loss=389.95397949 time/batch=0.97s
6323/38951 (epoch 16.233) train_loss=497.96054077 time/batch=1.27s
6324/38951 (epoch 16.236) train_loss=260.70074463 time/batch=0.78s
6325/38951 (epoch 16.238) train_loss=126.26741028 time/batch=0.37s
6326/38951 (epoch 16.241) train_loss=205.96716309 time/batch=0.56s
6327/38951 (epoch 16.243) train_loss=139.27098083 time/batch=0.40s
6328/38951 (epoch 16.246) train_loss=305.57934570 time/batch=0.75s
6329/38951 (epoch 16.248) train_loss=290.23400879 time/batch=0.74s
6330/38951 (epoch 16.251) train_loss=395.84902954 time/batch=1.01s
6331/38951 (epoch 16.254) train_loss=169.56654358 time/batch=0.56s
6332/38951 (epoch 16.256) train_loss=339.88049316 time/batch=0.89s
6333/38951 (epoch 16.259) train_loss=157.11361694 time/batch=0.53s
6334/38951 (epoch 16.261) train_loss=411.36968994 time/batch=1.02s
6335/38951 (epoch 16.264) train_loss=374.29989624 time/batch=1.00s
6336/38951 (epoch 16.266) train_loss=229.58534241 time/batch=0.68s
6337/38951 (epoch 16.269) train_loss=442.20849609 time/batch=1.19s
6338/38951 (epoch 16.271) train_loss=147.62292480 time/batch=0.51s
6339/38951 (epoch 16.274) train_loss=273.51489258 time/batch=0.69s
6340/38951 (epoch 16.277) train_loss=130.02252197 time/batch=0.39s
6341/38951 (epoch 16.279) train_loss=180.65426636 time/batch=0.50s
6342/38951 (epoch 16.282) train_loss=148.28189087 time/batch=0.43s
6343/38951 (epoch 16.284) train_loss=278.21655273 time/batch=0.73s
6344/38951 (epoch 16.287) train_loss=93.18466949 time/batch=0.31s
6345/38951 (epoch 16.289) train_loss=200.73855591 time/batch=0.53s
6346/38951 (epoch 16.292) train_loss=434.75140381 time/batch=1.08s
6347/38951 (epoch 16.295) train_loss=265.58386230 time/batch=0.79s
6348/38951 (epoch 16.297) train_loss=205.22790527 time/batch=0.57s
6349/38951 (epoch 16.300) train_loss=197.19293213 time/batch=0.57s
6350/38951 (epoch 16.302) train_loss=132.58599854 time/batch=0.39s
6351/38951 (epoch 16.305) train_loss=149.80770874 time/batch=0.44s
6352/38951 (epoch 16.307) train_loss=137.93200684 time/batch=0.39s
6353/38951 (epoch 16.310) train_loss=202.09507751 time/batch=0.54s
6354/38951 (epoch 16.313) train_loss=111.88902283 time/batch=0.31s
6355/38951 (epoch 16.315) train_loss=258.30432129 time/batch=0.68s
6356/38951 (epoch 16.318) train_loss=139.43952942 time/batch=0.43s
6357/38951 (epoch 16.320) train_loss=375.67828369 time/batch=0.91s
6358/38951 (epoch 16.323) train_loss=174.72109985 time/batch=0.55s
6359/38951 (epoch 16.325) train_loss=415.33746338 time/batch=1.00s
6360/38951 (epoch 16.328) train_loss=274.54180908 time/batch=0.82s
6361/38951 (epoch 16.331) train_loss=243.40841675 time/batch=0.68s
6362/38951 (epoch 16.333) train_loss=241.58795166 time/batch=0.65s
6363/38951 (epoch 16.336) train_loss=257.24874878 time/batch=0.72s
6364/38951 (epoch 16.338) train_loss=227.21505737 time/batch=0.63s
6365/38951 (epoch 16.341) train_loss=193.90231323 time/batch=0.59s
6366/38951 (epoch 16.343) train_loss=211.13442993 time/batch=0.60s
6367/38951 (epoch 16.346) train_loss=238.70278931 time/batch=0.68s
6368/38951 (epoch 16.349) train_loss=223.28723145 time/batch=0.62s
6369/38951 (epoch 16.351) train_loss=318.62316895 time/batch=0.82s
6370/38951 (epoch 16.354) train_loss=274.17803955 time/batch=0.73s
6371/38951 (epoch 16.356) train_loss=331.48126221 time/batch=0.87s
6372/38951 (epoch 16.359) train_loss=337.79180908 time/batch=0.91s
6373/38951 (epoch 16.361) train_loss=321.38305664 time/batch=0.88s
6374/38951 (epoch 16.364) train_loss=375.24264526 time/batch=0.99s
6375/38951 (epoch 16.366) train_loss=170.81694031 time/batch=0.55s
6376/38951 (epoch 16.369) train_loss=302.23779297 time/batch=0.81s
6377/38951 (epoch 16.372) train_loss=267.81243896 time/batch=0.73s
6378/38951 (epoch 16.374) train_loss=430.49475098 time/batch=1.12s
6379/38951 (epoch 16.377) train_loss=289.53839111 time/batch=0.84s
6380/38951 (epoch 16.379) train_loss=203.56474304 time/batch=0.62s
6381/38951 (epoch 16.382) train_loss=146.96969604 time/batch=0.42s
6382/38951 (epoch 16.384) train_loss=225.30517578 time/batch=0.61s
6383/38951 (epoch 16.387) train_loss=293.16372681 time/batch=0.81s
6384/38951 (epoch 16.390) train_loss=311.32366943 time/batch=0.86s
6385/38951 (epoch 16.392) train_loss=216.24871826 time/batch=0.64s
6386/38951 (epoch 16.395) train_loss=289.86526489 time/batch=0.79s
6387/38951 (epoch 16.397) train_loss=193.59284973 time/batch=0.60s
6388/38951 (epoch 16.400) train_loss=149.04447937 time/batch=0.45s
6389/38951 (epoch 16.402) train_loss=224.80380249 time/batch=0.60s
6390/38951 (epoch 16.405) train_loss=289.16537476 time/batch=0.80s
6391/38951 (epoch 16.408) train_loss=290.33911133 time/batch=0.80s
6392/38951 (epoch 16.410) train_loss=211.03204346 time/batch=0.65s
6393/38951 (epoch 16.413) train_loss=231.18206787 time/batch=0.66s
6394/38951 (epoch 16.415) train_loss=127.25509644 time/batch=0.38s
6395/38951 (epoch 16.418) train_loss=116.04695129 time/batch=0.31s
6396/38951 (epoch 16.420) train_loss=194.63484192 time/batch=0.53s
6397/38951 (epoch 16.423) train_loss=145.03526306 time/batch=0.44s
6398/38951 (epoch 16.426) train_loss=335.49490356 time/batch=0.83s
6399/38951 (epoch 16.428) train_loss=199.32823181 time/batch=0.59s
6400/38951 (epoch 16.431) train_loss=376.44915771 time/batch=0.91s
6401/38951 (epoch 16.433) train_loss=98.32359314 time/batch=0.33s
6402/38951 (epoch 16.436) train_loss=362.60000610 time/batch=0.90s
6403/38951 (epoch 16.438) train_loss=398.99322510 time/batch=1.08s
6404/38951 (epoch 16.441) train_loss=329.53283691 time/batch=0.92s
6405/38951 (epoch 16.443) train_loss=142.25662231 time/batch=0.44s
6406/38951 (epoch 16.446) train_loss=188.92247009 time/batch=0.51s
6407/38951 (epoch 16.449) train_loss=196.20124817 time/batch=0.58s
6408/38951 (epoch 16.451) train_loss=143.61967468 time/batch=0.42s
6409/38951 (epoch 16.454) train_loss=251.08689880 time/batch=0.67s
6410/38951 (epoch 16.456) train_loss=244.50738525 time/batch=0.68s
6411/38951 (epoch 16.459) train_loss=114.35046387 time/batch=0.33s
6412/38951 (epoch 16.461) train_loss=162.40905762 time/batch=0.44s
6413/38951 (epoch 16.464) train_loss=258.57287598 time/batch=0.69s
6414/38951 (epoch 16.467) train_loss=189.36743164 time/batch=0.54s
6415/38951 (epoch 16.469) train_loss=108.66802979 time/batch=0.32s
6416/38951 (epoch 16.472) train_loss=230.07301331 time/batch=0.60s
6417/38951 (epoch 16.474) train_loss=196.71478271 time/batch=0.56s
6418/38951 (epoch 16.477) train_loss=304.45065308 time/batch=0.81s
6419/38951 (epoch 16.479) train_loss=372.49609375 time/batch=1.01s
6420/38951 (epoch 16.482) train_loss=159.14050293 time/batch=0.52s
6421/38951 (epoch 16.485) train_loss=121.16670990 time/batch=0.32s
6422/38951 (epoch 16.487) train_loss=396.58419800 time/batch=1.00s
6423/38951 (epoch 16.490) train_loss=147.70866394 time/batch=0.51s
6424/38951 (epoch 16.492) train_loss=195.77047729 time/batch=0.53s
6425/38951 (epoch 16.495) train_loss=320.41485596 time/batch=0.82s
6426/38951 (epoch 16.497) train_loss=201.79969788 time/batch=0.59s
6427/38951 (epoch 16.500) train_loss=205.37553406 time/batch=0.56s
6428/38951 (epoch 16.503) train_loss=144.72227478 time/batch=0.44s
6429/38951 (epoch 16.505) train_loss=150.42411804 time/batch=0.43s
6430/38951 (epoch 16.508) train_loss=195.21546936 time/batch=0.57s
6431/38951 (epoch 16.510) train_loss=250.72976685 time/batch=0.68s
6432/38951 (epoch 16.513) train_loss=258.51446533 time/batch=0.71s
6433/38951 (epoch 16.515) train_loss=285.66024780 time/batch=0.79s
6434/38951 (epoch 16.518) train_loss=357.21051025 time/batch=0.91s
6435/38951 (epoch 16.521) train_loss=109.65094757 time/batch=0.38s
6436/38951 (epoch 16.523) train_loss=118.35426331 time/batch=0.33s
6437/38951 (epoch 16.526) train_loss=147.52946472 time/batch=0.40s
6438/38951 (epoch 16.528) train_loss=275.44696045 time/batch=0.74s
6439/38951 (epoch 16.531) train_loss=232.29034424 time/batch=0.65s
6440/38951 (epoch 16.533) train_loss=271.51208496 time/batch=0.72s
6441/38951 (epoch 16.536) train_loss=150.05049133 time/batch=0.45s
6442/38951 (epoch 16.538) train_loss=200.69805908 time/batch=0.57s
6443/38951 (epoch 16.541) train_loss=187.06216431 time/batch=0.53s
6444/38951 (epoch 16.544) train_loss=402.46893311 time/batch=1.08s
6445/38951 (epoch 16.546) train_loss=257.54702759 time/batch=0.76s
6446/38951 (epoch 16.549) train_loss=185.31968689 time/batch=0.56s
6447/38951 (epoch 16.551) train_loss=247.06159973 time/batch=0.63s
6448/38951 (epoch 16.554) train_loss=202.77883911 time/batch=0.60s
6449/38951 (epoch 16.556) train_loss=177.33305359 time/batch=0.50s
6450/38951 (epoch 16.559) train_loss=155.65539551 time/batch=0.46s
6451/38951 (epoch 16.562) train_loss=233.70683289 time/batch=0.61s
6452/38951 (epoch 16.564) train_loss=127.26887512 time/batch=0.40s
6453/38951 (epoch 16.567) train_loss=130.27890015 time/batch=0.35s
6454/38951 (epoch 16.569) train_loss=125.38027954 time/batch=0.34s
6455/38951 (epoch 16.572) train_loss=341.35794067 time/batch=0.86s
6456/38951 (epoch 16.574) train_loss=268.84399414 time/batch=0.75s
6457/38951 (epoch 16.577) train_loss=305.22680664 time/batch=0.85s
6458/38951 (epoch 16.580) train_loss=272.70379639 time/batch=0.77s
6459/38951 (epoch 16.582) train_loss=303.78048706 time/batch=0.82s
6460/38951 (epoch 16.585) train_loss=175.47488403 time/batch=0.51s
6461/38951 (epoch 16.587) train_loss=122.30363464 time/batch=0.35s
6462/38951 (epoch 16.590) train_loss=271.49331665 time/batch=0.69s
6463/38951 (epoch 16.592) train_loss=210.31396484 time/batch=0.57s
6464/38951 (epoch 16.595) train_loss=274.88885498 time/batch=0.74s
6465/38951 (epoch 16.598) train_loss=147.44873047 time/batch=0.45s
6466/38951 (epoch 16.600) train_loss=157.61889648 time/batch=0.43s
6467/38951 (epoch 16.603) train_loss=324.26922607 time/batch=0.84s
6468/38951 (epoch 16.605) train_loss=226.98773193 time/batch=0.70s
6469/38951 (epoch 16.608) train_loss=107.44131470 time/batch=0.33s
6470/38951 (epoch 16.610) train_loss=233.45455933 time/batch=0.62s
6471/38951 (epoch 16.613) train_loss=235.25553894 time/batch=0.65s
6472/38951 (epoch 16.616) train_loss=170.19464111 time/batch=0.50s
6473/38951 (epoch 16.618) train_loss=167.16143799 time/batch=0.48s
6474/38951 (epoch 16.621) train_loss=263.74114990 time/batch=0.71s
6475/38951 (epoch 16.623) train_loss=136.93408203 time/batch=0.42s
6476/38951 (epoch 16.626) train_loss=199.09396362 time/batch=0.57s
6477/38951 (epoch 16.628) train_loss=232.89030457 time/batch=0.63s
6478/38951 (epoch 16.631) train_loss=310.79846191 time/batch=0.85s
6479/38951 (epoch 16.633) train_loss=203.27276611 time/batch=0.63s
6480/38951 (epoch 16.636) train_loss=236.60876465 time/batch=0.65s
6481/38951 (epoch 16.639) train_loss=238.83810425 time/batch=0.67s
6482/38951 (epoch 16.641) train_loss=211.27215576 time/batch=0.59s
6483/38951 (epoch 16.644) train_loss=155.14117432 time/batch=0.46s
6484/38951 (epoch 16.646) train_loss=181.29861450 time/batch=0.51s
6485/38951 (epoch 16.649) train_loss=312.25271606 time/batch=0.79s
6486/38951 (epoch 16.651) train_loss=182.16317749 time/batch=0.55s
6487/38951 (epoch 16.654) train_loss=241.24441528 time/batch=0.66s
6488/38951 (epoch 16.657) train_loss=130.08413696 time/batch=0.39s
6489/38951 (epoch 16.659) train_loss=154.29252625 time/batch=0.42s
6490/38951 (epoch 16.662) train_loss=245.06594849 time/batch=0.65s
6491/38951 (epoch 16.664) train_loss=168.30775452 time/batch=0.52s
6492/38951 (epoch 16.667) train_loss=123.03359222 time/batch=0.36s
6493/38951 (epoch 16.669) train_loss=210.84295654 time/batch=0.57s
6494/38951 (epoch 16.672) train_loss=155.49601746 time/batch=0.46s
6495/38951 (epoch 16.675) train_loss=251.30232239 time/batch=0.66s
6496/38951 (epoch 16.677) train_loss=160.12718201 time/batch=0.50s
6497/38951 (epoch 16.680) train_loss=248.39456177 time/batch=0.67s
6498/38951 (epoch 16.682) train_loss=108.25394440 time/batch=0.32s
6499/38951 (epoch 16.685) train_loss=171.03166199 time/batch=0.47s
6500/38951 (epoch 16.687) train_loss=282.22918701 time/batch=0.72s
6501/38951 (epoch 16.690) train_loss=140.83222961 time/batch=0.43s
6502/38951 (epoch 16.693) train_loss=143.47982788 time/batch=0.42s
6503/38951 (epoch 16.695) train_loss=254.01643372 time/batch=0.72s
6504/38951 (epoch 16.698) train_loss=178.21261597 time/batch=0.53s
6505/38951 (epoch 16.700) train_loss=195.20928955 time/batch=0.56s
6506/38951 (epoch 16.703) train_loss=156.81297302 time/batch=0.46s
6507/38951 (epoch 16.705) train_loss=225.75411987 time/batch=0.63s
6508/38951 (epoch 16.708) train_loss=133.18817139 time/batch=0.38s
6509/38951 (epoch 16.710) train_loss=226.38946533 time/batch=0.57s
6510/38951 (epoch 16.713) train_loss=171.17247009 time/batch=0.51s
6511/38951 (epoch 16.716) train_loss=140.27151489 time/batch=0.39s
6512/38951 (epoch 16.718) train_loss=236.22270203 time/batch=0.61s
6513/38951 (epoch 16.721) train_loss=193.97668457 time/batch=0.54s
6514/38951 (epoch 16.723) train_loss=205.85914612 time/batch=0.58s
6515/38951 (epoch 16.726) train_loss=110.01662445 time/batch=0.37s
6516/38951 (epoch 16.728) train_loss=327.85504150 time/batch=0.83s
6517/38951 (epoch 16.731) train_loss=173.83680725 time/batch=0.56s
6518/38951 (epoch 16.734) train_loss=221.95405579 time/batch=0.60s
6519/38951 (epoch 16.736) train_loss=179.17166138 time/batch=0.51s
6520/38951 (epoch 16.739) train_loss=215.72415161 time/batch=0.59s
6521/38951 (epoch 16.741) train_loss=227.48908997 time/batch=0.62s
6522/38951 (epoch 16.744) train_loss=176.51762390 time/batch=0.52s
6523/38951 (epoch 16.746) train_loss=145.23118591 time/batch=0.44s
6524/38951 (epoch 16.749) train_loss=198.77423096 time/batch=0.57s
6525/38951 (epoch 16.752) train_loss=128.54727173 time/batch=0.38s
6526/38951 (epoch 16.754) train_loss=228.06335449 time/batch=0.61s
6527/38951 (epoch 16.757) train_loss=214.11029053 time/batch=0.61s
6528/38951 (epoch 16.759) train_loss=165.83169556 time/batch=0.48s
6529/38951 (epoch 16.762) train_loss=152.31814575 time/batch=0.45s
6530/38951 (epoch 16.764) train_loss=212.06567383 time/batch=0.57s
6531/38951 (epoch 16.767) train_loss=243.05969238 time/batch=0.66s
6532/38951 (epoch 16.770) train_loss=195.75000000 time/batch=0.57s
6533/38951 (epoch 16.772) train_loss=228.59478760 time/batch=0.63s
6534/38951 (epoch 16.775) train_loss=251.99014282 time/batch=0.68s
6535/38951 (epoch 16.777) train_loss=232.74311829 time/batch=0.67s
6536/38951 (epoch 16.780) train_loss=180.19897461 time/batch=0.53s
6537/38951 (epoch 16.782) train_loss=139.65650940 time/batch=0.37s
6538/38951 (epoch 16.785) train_loss=272.02410889 time/batch=0.81s
6539/38951 (epoch 16.788) train_loss=161.27047729 time/batch=0.51s
6540/38951 (epoch 16.790) train_loss=179.94496155 time/batch=0.51s
6541/38951 (epoch 16.793) train_loss=159.22113037 time/batch=0.48s
6542/38951 (epoch 16.795) train_loss=228.65603638 time/batch=0.64s
6543/38951 (epoch 16.798) train_loss=244.16165161 time/batch=0.64s
6544/38951 (epoch 16.800) train_loss=195.93742371 time/batch=0.58s
6545/38951 (epoch 16.803) train_loss=226.94430542 time/batch=0.62s
6546/38951 (epoch 16.805) train_loss=154.77423096 time/batch=0.46s
6547/38951 (epoch 16.808) train_loss=235.47909546 time/batch=0.62s
6548/38951 (epoch 16.811) train_loss=227.63398743 time/batch=0.66s
6549/38951 (epoch 16.813) train_loss=198.36956787 time/batch=0.60s
6550/38951 (epoch 16.816) train_loss=228.40090942 time/batch=0.64s
6551/38951 (epoch 16.818) train_loss=181.73464966 time/batch=0.54s
6552/38951 (epoch 16.821) train_loss=215.52587891 time/batch=0.60s
6553/38951 (epoch 16.823) train_loss=198.34097290 time/batch=0.59s
6554/38951 (epoch 16.826) train_loss=208.77603149 time/batch=0.58s
6555/38951 (epoch 16.829) train_loss=167.38574219 time/batch=0.48s
6556/38951 (epoch 16.831) train_loss=148.45574951 time/batch=0.45s
6557/38951 (epoch 16.834) train_loss=131.17886353 time/batch=0.42s
6558/38951 (epoch 16.836) train_loss=188.15463257 time/batch=0.51s
